format,name,link,archetype,wr,date
standard_bo1,rasca,https://mtga.untapped.gg/profile/1db69605-7c8f-4999-bf3f-abcf6fb089b8/3YN23TW44ZBYTLBCZH5IKRNLXM/deck/fbdd36fe-95ea-4bf6-b8c6-55feb64690de?timeFrame=current_season,Mono-Red Prowess,59.0%,June 27
standard_bo1,ThatStormGuy12,https://mtga.untapped.gg/profile/ca5cdc7a-7c47-4e8a-b4cf-5eb161515157/GCH7SW43LVDEJL2LQEXTKYD2KQ/deck/eced3f1d-eda0-4dfe-865e-1363f7c176c5?timeFrame=current_season,Azorius Control,67.6%,June 27
standard_bo1,AlllHaleTheKing,https://mtga.untapped.gg/profile/1fceb907-dcff-4a45-80f3-f2c3f78dc7a5/7AC6Y6CYE5CUBCXNIIJ52G32LA/deck/61ce32eb-15b7-42ac-b9b9-b78e5fdd3811?timeFrame=current_season,Mono-Red Aggro,64.7%,June 27
standard_bo1,SippyJohnHurt,https://mtga.untapped.gg/profile/5ac6323e-60d8-4b5b-81c5-7a4110bedae4/KRI2PZGCYBAONHOCBIJRU6XIRU/deck/e95574ff-7c95-4b28-b85d-4124e7ffe60c?timeFrame=current_season,5-Color Other,56.8%,June 27
standard_bo1,switch1242,https://mtga.untapped.gg/profile/4deebbe0-007c-4276-9e73-b74a91572112/HMPYLWB2TFE7FABZX5MRSZKZOM/deck/507eefe7-1073-4186-81a9-17b3bf219682?timeFrame=current_season,Boros Convoke,76.2%,June 27
standard_bo1,Thundorion,https://mtga.untapped.gg/profile/163e14b0-c3de-4f79-a0a6-b5fcdba3eb26/DF15FAC625713414/deck/989a8c91-76a5-4e9f-a799-808ba3d1d51d?timeFrame=current_season,Boros Other,65.0%,June 27
standard_bo1,Jaxic,https://mtga.untapped.gg/profile/49cb5d5a-7b36-4635-8ff2-3fe2f1cb2f4b/2HTJO4VCYBGTPLMH7UICGK5E2U/deck/4884d623-2b96-4be0-9662-76c7e99d69bd?timeFrame=current_season,Simic Other,77.8%,June 27
standard_bo1,Torotockel,https://mtga.untapped.gg/profile/24ef31e4-e1ec-47e2-8e93-637c0b7a14ea/6F7BF887BCB3B087/deck/92696e23-8c27-4910-b5a6-c479ad97bfb9?timeFrame=current_season,Mono-Red Other,55.2%,June 27
standard_bo1,takahashi_right,https://mtga.untapped.gg/profile/13aed9b5-c8aa-4a26-955c-19ef901eba4a/RTMDMQLWGFHRJKFVFE65S6VFFU/deck/35353662-2bf1-4879-94ef-ae4b95d3d07b?timeFrame=current_season,Azorius Control,63.6%,June 27
standard_bo1,BANZAII,https://mtga.untapped.gg/profile/9465045d-27d2-4376-94b3-c5c193759a58/YD37WJDTCVDKPG2O72P3AE2MVU/deck/f3aedfcc-57c0-4bfa-961d-ba290a9c6826?timeFrame=current_season,Temur Control,70.6%,June 27
standard_bo3,Shironeko376,https://mtga.untapped.gg/profile/962081e2-7250-4fb4-97b8-7781dec80979/ISVUQYAEUFEGHEGIUALO2MHZEQ/deck/ee1cc46b-8657-4325-a52c-9a4ca7943c65?timeFrame=current_season,Azorius Control,90.9%,June 27
standard_bo3,BerryBario,https://mtga.untapped.gg/profile/4834466b-ee57-4d32-abca-03841ef420b4/IOGRQGC3JVAAPEQIU46TDR4KGA/deck/4fdd6ca8-74a1-4544-bceb-8b4870c9c721?timeFrame=current_season,Rakdos Other,50.6%,June 27
standard_bo3,SoulZ,https://mtga.untapped.gg/profile/cad79430-6c2d-4972-8b8e-bea631267d79/N2QPJECHFVGHFFSAHJY3CJEMZY/deck/b16830b6-6280-4e64-a1a2-981e4bd5bd6d?timeFrame=current_season,Esper Midrange,64.3%,June 27
standard_bo3,Ernis,https://mtga.untapped.gg/profile/d0007fdf-e5e8-439e-bd87-760ebb4d1348/HPJKTDDZHRHUXNMB6QGCIKQCCY/deck/959465c5-7164-410d-851a-90eb0d9f7119?timeFrame=current_season,Mono-Red Aggro,64.2%,June 27
standard_bo3,agartek,https://mtga.untapped.gg/profile/f161f066-a2e2-49b7-9722-7d9307e907fb/791FF1A48D76EAB4/deck/f0505313-14bc-4032-bbc7-c5874e28b402?timeFrame=current_season,Golgari Midrange,65.1%,June 27
explorer_bo1,neko.danger,https://mtga.untapped.gg/profile/09f8ba13-1d37-4e69-82ff-3e9f11e414a8/FYF35Q45MFGSTESQUJJPAJ65AU/deck/ac2e975b-7a3b-4035-950f-d8a577b21944?timeFrame=current_season,Mono-White Other,59.4%,June 27
explorer_bo3,Santyaga,https://mtga.untapped.gg/profile/7403b030-246e-4088-90e1-0c0aac9753b9/1926C7AA32FC1150/deck/f3f1eb88-6fd8-408c-a638-fd3f6303c270?timeFrame=current_season,Abzan Other,60.0%,June 27
alchemy_bo1,gpiccolo81,https://mtga.untapped.gg/profile/fa3bb36c-41dd-4329-98b4-ef5e0bfa6a71/5AVIZOPSDVECHNA4KHGU5PX2XI/deck/2f05e5c4-fa49-4d0f-84f6-32345179c2cd?timeFrame=current_season,Abzan Other,60.2%,June 27
alchemy_bo1,Dot_uN,https://mtga.untapped.gg/profile/aa799182-1ce8-446d-8560-a85886ff3f28/7AUBEYS5PZHXDLOBQFXEST7464/deck/c14c52fd-b42e-4366-81c1-308bfc6d2e73?timeFrame=current_season,Izzet Other,61.0%,June 27
historic_bo1,Morningstar,https://mtga.untapped.gg/profile/42a4437a-1fba-4f1d-8a7e-13c06aea57b5/NVIUVQ3JQJCL3C3XJVOFZ62A2Y/deck/c010c3a9-d149-4877-acd7-a65547cfb822?timeFrame=current_season,Mono-Green Other,,June 27
historic_bo1,Joe,https://mtga.untapped.gg/profile/6c069bb4-0970-4dfd-996d-dff0b90242f9/OYV3NUGH6RDNJIPFJ5VTYL4QJM/deck/5deeec8d-81e6-4f7a-a0ff-923704be4841?timeFrame=current_season,Boros Energy Zoo,61.9%,June 27
historic_bo1,Lukzera,https://mtga.untapped.gg/profile/cc4b9fd8-7c94-458f-bc03-7802341c9f58/WKBRSGFTMFHC3NE4YZRASBHFPA/deck/eda30422-154f-439d-b3ca-6d28fbe61a4c?timeFrame=current_season,Boros Energy Zoo,73.9%,June 27
historic_bo1,Pianoman,https://mtga.untapped.gg/profile/abfedbf4-fe92-4723-9fd7-d877eb435a46/S7DBTR764ZCYNEWUPG7BQRSMXQ/deck/d4671818-a31c-4a99-be49-828845be1ad0?timeFrame=current_season,Azorius Affinity,77.1%,June 27
timeless_bo1,Mythmast3r,https://mtga.untapped.gg/profile/831b1b1e-ae9b-46fa-a59d-8987647f77b4/57E3957D3E105D00/deck/92560823-3104-455b-987c-a594b07760ac?timeFrame=current_season,Boros Energy,73.6%,June 27
timeless_bo1,Maligance,https://mtga.untapped.gg/profile/11470fdf-4194-4ec9-988a-d5ae1f02fbae/74E07F95B183127F/deck/ccf52ff1-a4c7-4c7e-9882-75044217d946?timeFrame=current_season,Jeskai Other,64.7%,June 27
timeless_bo1,Orkbot,https://mtga.untapped.gg/profile/014431da-b9ee-4027-8991-76d1a895089b/4A336532A8A8B337/deck/86b0ec72-fc97-4998-93a0-e418fa086867?timeFrame=current_season,4-Color Show and Tell,75.6%,June 27
timeless_bo3,Peripheral,https://mtga.untapped.gg/profile/518fb86d-4c0d-4350-8826-e3ffab590bb7/8934381E9757B8C2/deck/3cc61e9a-bb4a-4b85-88e8-11587bf060f1?timeFrame=current_season,Simic Other,75.0%,June 27
timeless_bo3,BrackAttack,https://mtga.untapped.gg/profile/dbf5ee92-1905-49df-91a6-f8c86e75b636/JEB5MCUU4VF5HGJBBMZDGOVEOI/deck/fba3b9f6-ba14-4582-8bc2-6c699d6ee5a6?timeFrame=current_season,Golgari Other,60.9%,June 27
standard_bo1,DirkDiggler,https://mtga.untapped.gg/profile/dcf1f26d-70f7-4bd7-8979-7facbc74aa01/2WIBGUNBF5H2ZDJUB37RMBA5AM/deck/f44a3cbf-1ab5-4537-b642-9beac9e22ed3?timeFrame=current_season,Mono-Red Other,58.3%,June 27
standard_bo1,Arstall,https://mtga.untapped.gg/profile/3397b0af-5f27-4b23-a009-6d855c4efd34/TDA2YITRDFGKLKAF2Y2DL4KQJU/deck/a09004e8-5447-4fca-b34a-7c6f72f29d4c?timeFrame=current_season,Mono-White Humans,,June 27
standard_bo1,Hom309,https://mtga.untapped.gg/profile/e97fad1c-7353-4dd3-a52e-100322d31cf0/6DDSRHUE5BHEZD4OKQYEEEMWVY/deck/5f26bbbf-0f16-4717-8cac-3d24db39a1a3?timeFrame=current_season,Azorius Artifacts,58.6%,June 27
standard_bo1,nullram,https://mtga.untapped.gg/profile/c0d5acb2-8d8f-4cc5-bb67-5c6c771cff0e/ZYMOMIWNSBC65NWGUX6DVOVIBA/deck/fc459943-15d0-46f6-b4e5-2b3887932ec5?timeFrame=current_season,Mono-Black Skeletons,83.3%,June 27
standard_bo1,elteez,https://mtga.untapped.gg/profile/bcd32506-c040-4a12-9bc6-f698ccdf596d/GFBNJNYITRF3DE42HOOGQFU6FA/deck/32b44184-59a7-4036-b76c-1fa11b2e3623?timeFrame=current_season,Rakdos Other,57.1%,June 27
standard_bo1,Coquillage Rose,https://mtga.untapped.gg/profile/e5f6861c-5bbe-4557-9c82-e687efa2e0c7/IL6Q5JWDABCQXLGS3HRWU72B5I/deck/1e900abd-a885-41e0-8268-71248fe59305?timeFrame=current_season,Boros Convoke,60.9%,June 27
standard_bo1,Janpapiratie,https://mtga.untapped.gg/profile/38f4e2ff-e11f-4a08-bce7-d8ecb1b69934/IYP2EBNDXNH63FQUP2YWUCLET4/deck/092c9428-f936-455d-8c3f-17358ca57741?timeFrame=current_season,Izzet Pirates,50.7%,June 27
standard_bo3,thipena,https://mtga.untapped.gg/profile/f5596ec2-0879-4663-b4bb-d928f85b36d9/WCWE3HRDXJFQPJMVTF6FUUQEYU/deck/35aab631-1275-4626-8a76-cda54f4c9fb8?timeFrame=current_season,Azorius Control,65.5%,June 27
standard_bo3,Juan,https://mtga.untapped.gg/profile/b3075935-e774-4533-8978-6a745927fdc1/DZMITCBZRZAGPGCN3KP35QAIOE/deck/b45b6cf5-2236-432c-8144-0d14ab8292b3?timeFrame=current_season,5-Color Domain,63.6%,June 27
standard_bo3,goyfman,https://mtga.untapped.gg/profile/d7b72308-1a8b-4453-8bcb-cc6b973edddd/NEX34O6HXVF7LBCNOZM4EBDCIE/deck/a019d278-aa93-4dc6-9698-6ee6d9d0d90d?timeFrame=current_season,Azorius Control,70.6%,June 27
standard_bo3,gift_of_fangs,https://mtga.untapped.gg/profile/35d0d708-b8b0-4adc-a678-c3596a7817a8/JKXUYUUC4NG65CGC2NIBCJHRXE/deck/ab527e6b-079f-4327-a4fb-f7fb583f9c97?timeFrame=current_season,Orzhov Other,72.7%,June 27
standard_bo3,ShirazZzdon,https://mtga.untapped.gg/profile/292435b9-f8df-46ca-b833-1593293aa6a0/IQSD2OTBENFOFDS3ENFEV6PGUM/deck/59f004c7-94db-457f-b8f2-277205503819?timeFrame=current_season,Mardu Other,65.5%,June 27
standard_bo3,DrSpliff,https://mtga.untapped.gg/profile/40625d03-9048-40e8-b947-1c9f46ff3d15/QGWRTYDUOFEWDNQ2XP2HMWGKRI/deck/6ac2c396-4b13-4d70-880b-b3b8bbadcded?timeFrame=current_season,Boros Convoke,51.5%,June 27
explorer_bo1,Kikolo162,https://mtga.untapped.gg/profile/a9fadc48-18f0-4b63-bade-31053a1c1b7b/6G3OX5WH5BGNTAMHAESJRHQ52Y/deck/f65b2737-234e-4774-8cea-08c2b2318866?timeFrame=current_season,Abzan Amalia,63.4%,June 27
explorer_bo3,Ben 365,https://mtga.untapped.gg/profile/60dd7004-d67b-4e9b-8549-db4fc386edde/QIJE4CC45JDPTKNQKNXP7ZJKIU/deck/3399dd62-04f9-4344-8926-51eaf5f1fd5e?timeFrame=current_season,4-Color Quintorius,,June 27
explorer_bo3,Bal,https://mtga.untapped.gg/profile/fe3885c7-fa34-4206-a960-335c3ba5f10c/YD37O7SVJ5E6XAFZD6I2N5D43E/deck/f383feb8-33c0-4ccf-8a69-25fbd56ebaa8?timeFrame=current_season,Mono-White Humans,64.2%,June 27
explorer_bo3,zare2g,https://mtga.untapped.gg/profile/b0763f2c-96af-4f42-8841-ceab13dc0461/SIQJD6EAWBGEPAQC4CDAPPXEOY/deck/dc17bc0f-1ff5-45d0-b18e-b495d28dc02d?timeFrame=current_season,Rakdos Other,62.5%,June 27
historic_bo1,SengirVampire,https://mtga.untapped.gg/profile/439f0668-836d-43a9-bcff-232e790fc647/ZC6L5QTKBVGUPB375D7PK5437M/deck/0e1c7342-7571-4be5-9d06-28f89eed4578?timeFrame=current_season,Boros Energy Zoo,66.0%,June 27
historic_bo1,YouGoneLearnToday,https://mtga.untapped.gg/profile/aadd6e46-dcd2-4c43-bc87-bf21587941ed/U6JO3FZUY5D5JKTYMJX4BZADBM/deck/76409cf7-ad68-4aa4-b24b-d7eb630833df?timeFrame=current_season,Boros Energy Zoo,78.0%,June 27
historic_bo1,Beldin28,https://mtga.untapped.gg/profile/9e18fa90-257e-4408-aeff-df42bd5861f6/89C5290E0C3D79B7/deck/d31152d5-ee28-4038-ba8c-11ac67257a0f?timeFrame=current_season,Boros Energy Zoo,71.4%,June 27
historic_bo1,BishopShatner,https://mtga.untapped.gg/profile/1aa40f77-2749-4a01-984f-758db6fbbdc5/REO5INSSPJCDBI2DHYUORPHMZ4/deck/bccb2072-87f1-44d0-90bb-57c99faf92f7?timeFrame=current_season,4-Color Other,51.5%,June 27
historic_bo1,deviationnotice,https://mtga.untapped.gg/profile/75a39526-444b-4ba7-b66a-80c5c3ee253b/QXELWE4KLJHU5J57G33RSZRJAM/deck/21e37783-951f-4889-ac7b-778d7713f0fc?timeFrame=current_season,Boros Energy Zoo,64.1%,June 27
timeless_bo1,Swo0sh,https://mtga.untapped.gg/profile/451c7030-ec66-4a80-a597-70f5bb255b9c/VJHRUC75B5BZLOIPL37JFQADQE/deck/05af4aaf-7445-487c-9080-ce854bc5f8f2?timeFrame=current_season,5-Color Other,60.0%,June 27
timeless_bo1,ktmjnky,https://mtga.untapped.gg/profile/f11ab08d-0b80-44ef-a316-dccec4cc58d0/WO5J5DX5IVHRJFB24I6U4DX7EQ/deck/e5cb11df-5685-4e62-8715-8632dff755b4?timeFrame=current_season,Boros Energy,64.3%,June 27
timeless_bo1,cincinnatijames,https://mtga.untapped.gg/profile/f7c46e02-2064-4c7f-ac23-cb6858c7edbe/CLQR4HLDJZD6DFGVKYNTE4FQ4A/deck/b551ebc2-a839-4362-8360-e39267a21213?timeFrame=current_season,4-Color Other,81.8%,June 27
timeless_bo1,SaltyMagic,https://mtga.untapped.gg/profile/4fd3eb23-c26e-47be-bb73-677be79155c4/9EA601A82C4AC41F/deck/35eb1352-9670-45e4-a860-3b8edc599ba8?timeFrame=current_season,Mardu Vampires,64.9%,June 27
timeless_bo1,Dablord,https://mtga.untapped.gg/profile/864601ae-43d9-4c09-98bd-ccd53ef9095f/3HHMJANYTVG6ZH3LWVDPZG4CUI/deck/90ccc87f-4e3e-4b99-a958-3c5fc16bd117?timeFrame=current_season,Boros Energy,66.7%,June 27
timeless_bo3,Bat King,https://mtga.untapped.gg/profile/984556f8-b63e-424f-8fe1-1435992a2abc/F465D18252553804/deck/3d3c0f58-c463-44d7-8272-d6f4ac4381a3?timeFrame=current_season,Dimir Scam,90.0%,June 27
timeless_bo3,Prestig3,https://mtga.untapped.gg/profile/b1f1b477-57e6-48bd-a3d1-ad92c8f58d49/PTAJW5OKKVCDJECPKEPEYA7I4A/deck/1ebf457f-5a68-4634-b62f-95429ec42fc5?timeFrame=current_season,Boros Energy,68.4%,June 27
timeless_bo3,guoguo,https://mtga.untapped.gg/profile/9eb450ed-f616-4be1-8483-02f11dab28c9/A0BF770E9091D4C4/deck/853f4d84-eb1e-45df-9b2b-6ac1b1b8d71b?timeFrame=current_season,Rakdos Scam,80.0%,June 27
timeless_bo3,S0ft1,https://mtga.untapped.gg/profile/11a04832-2139-4400-bfdb-31db47464c1b/DFYWX6EIQVD2TKOVNATVRWLEIY/deck/877e37dd-8094-4c90-96a6-df064aa9256c?timeFrame=current_season,Rakdos Scam,63.6%,June 27
timeless_bo3,Hollowz,https://mtga.untapped.gg/profile/b520da97-73fb-4dfe-bd3e-c6dc1604cc9d/K2PXP77ISZB5XD5FKIBJ66NZLI/deck/0f7468a9-b074-4600-8b22-369508c72eeb?timeFrame=current_season,Boros Energy,73.5%,June 27
standard_bo1,Wolf182,https://mtga.untapped.gg/profile/90520d32-11c3-4dcf-abd9-38800792363f/7DVJQDZBMVDZDMJHTW2TIVFA34/deck/79eb16f3-99c1-44e0-8045-21a482c1736e?timeFrame=current_season,Mono-Black Other,53.2%,June 27
standard_bo1,Kherow,https://mtga.untapped.gg/profile/4a552206-6fb9-41f6-a12d-03e58eb8cc70/QDXYBXNC35DRVAEDXH5UBUS3Y4/deck/012b1298-d990-47d0-afe1-851f743d4f1f?timeFrame=current_season,Mono-Red Aggro,70.2%,June 27
standard_bo1,Blizzax,https://mtga.untapped.gg/profile/2980c2a5-d413-4b09-9d0e-e421f08a2c75/CVGNN4AIJBB4LDNHFU7YCU7NZE/deck/0c388996-eb2c-4706-a262-0753ddc458d9?timeFrame=current_season,Rakdos Aggro,59.3%,June 27
standard_bo1,PeppermintKiss,https://mtga.untapped.gg/profile/6344b55e-8f23-4d4d-9d08-f471688920db/SPB3QUPNGRGBJHOV3CQZQABCOY/deck/de32e953-8437-409e-9828-48739c772a93?timeFrame=current_season,Selesnya Other,52.1%,June 27
standard_bo1,Fredo,https://mtga.untapped.gg/profile/e2e0bbd0-51a5-4044-a377-ffd9418be7e7/ZLNUJ55TTVERLJC73X7UGPPW2E/deck/b52c1aa7-c95b-42a5-9e01-6bd300b0bb15?timeFrame=current_season,Mono-Red Aggro,70.4%,June 27
standard_bo1,Cyan,https://mtga.untapped.gg/profile/86d2f375-49c5-40bb-b584-fc9a630d02ac/4WEJ7J577BC5NPDBCB26ZNC4SY/deck/19ded4a6-9d6c-4b2a-8435-4224db9f07fd?timeFrame=current_season,Mono-Red Prowess,75.5%,June 27
standard_bo1,Lukba,https://mtga.untapped.gg/profile/d81ee608-3bfb-418b-8a47-53994ff4ab13/IOOXMFCOJFFWDFBAWRS4N4UMIU/deck/3c39881c-b6fd-454a-9ca9-1ca541256fca?timeFrame=current_season,Selesnya Enchantments,56.4%,June 27
standard_bo1,Krilldor,https://mtga.untapped.gg/profile/95979cb2-8bd0-4e64-ad2e-19110d176fad/BT7RHR42Z5BCLB7PL2LU4UNDVQ/deck/046eb235-7415-4b00-9e54-1ff15b7db611?timeFrame=current_season,Golgari Midrange,77.8%,June 27
standard_bo1,koflodek,https://mtga.untapped.gg/profile/325caa5a-f6ae-4b77-9f18-543312cf1d1e/I6VCLAUJINBQPPWD4WXQLAXXKM/deck/022337aa-8053-4f41-a10f-18548ac1d6ca?timeFrame=current_season,Rakdos Other,55.4%,June 27
standard_bo1,Gaspy,https://mtga.untapped.gg/profile/6e622a86-d839-47e7-b53b-fe96a313e9c7/SIG67CKUFJH33H5RDEXORFKX6M/deck/aeded6f6-b18c-4059-837e-bdb2e8d57349?timeFrame=current_season,Boros Humans,64.3%,June 27
standard_bo1,R8eAST70,https://mtga.untapped.gg/profile/625e5c34-b9b2-4d7e-af1e-f286eb540e75/EA32IABTJJG55KBYPWZUKF4PSI/deck/272c91f1-8d92-49a3-828b-b77113df6d79?timeFrame=current_season,Boros Other,68.2%,June 27
standard_bo1,うっきょん,https://mtga.untapped.gg/profile/497a88ac-ef96-4c96-84b0-1ccb9dfd7d3e/ZVTQ74G5YNEI7CVZPY6S5CTQ2Q/deck/1ba5fa5a-b73f-4d85-a13f-b2d17b8b4985?timeFrame=current_season,Boros Other,54.1%,June 27
standard_bo3,naenae03,https://mtga.untapped.gg/profile/4c96e4be-a4dc-450b-8a76-5dbf95167dcb/7A76E57BAE70A9D6/deck/5c2e316d-36a7-4956-ac2a-4d28bc5bbede?timeFrame=current_season,Esper Midrange,80.0%,June 27
standard_bo3,czaaarny,https://mtga.untapped.gg/profile/e99f829c-7e96-44d2-9f8d-d154200ab873/QQ2FEPJDXVHQVDRPYIH5AMCKZY/deck/60b3c16d-6861-4f73-865a-625c7313e41a?timeFrame=current_season,Gruul Prowess,57.9%,June 27
standard_bo3,dr4goN38,https://mtga.untapped.gg/profile/8f3da2ed-5469-44d7-aa79-778566737ed3/PPLKE4ZLWBFNVPP2GYVUJYU4KE/deck/51a4f856-f312-47f9-8a9d-c4fe3616b4dc?timeFrame=current_season,Boros Convoke,59.5%,June 27
explorer_bo3,setoline,https://mtga.untapped.gg/profile/ebbb2da7-28f1-4181-8724-23aab7693281/NBGPXZYHG5ERXEFEQMFGCH2VM4/deck/99677161-895e-4b29-9001-66bf7cdd83e2?timeFrame=current_season,5-Color Transmogrify,76.3%,June 27
explorer_bo3,White-Fangs,https://mtga.untapped.gg/profile/01369e44-281e-4bb5-8414-455bdda71fd7/FD662E766E1EDBA4/deck/f966fd50-c28b-4bff-83ce-362136aad4f6?timeFrame=current_season,Abzan Amalia,66.7%,June 27
explorer_bo3,fenu,https://mtga.untapped.gg/profile/fc97dac9-4041-4df6-95af-a2946ab4f83d/WAFQGUH53RDRJE7MNIQJ33IDUE/deck/91f37b47-3773-42d9-b14b-d3eaa2ed40cd?timeFrame=current_season,Gruul Other,53.6%,June 27
alchemy_bo1,Santo,https://mtga.untapped.gg/profile/5be02be7-eb4d-4867-b124-c6ddc57e05de/BUP3OA7N3ZBCLPS2L3EZKIRT5Y/deck/4f911f9a-db5f-412f-9e90-5ba5b67cb412?timeFrame=current_season,Mono-Red Burn,61.8%,June 27
alchemy_bo1,Malkizareth,https://mtga.untapped.gg/profile/6426e2a7-687d-4a7e-857b-4f8c10f0077d/JFLN5NBKDVELDBAH2H6JJFFMVA/deck/4be50784-2f54-40d6-a21a-fee7920e52b9?timeFrame=current_season,5-Color Other,,June 27
alchemy_bo1,Hecatoncheires,https://mtga.untapped.gg/profile/516afa52-2177-40e4-be06-bf365e105994/PIP46KGIKFA5LBRKOUO2TQHBVE/deck/9147230b-15c9-460a-aa33-95896c0fefed?timeFrame=current_season,Selesnya Other,57.0%,June 27
historic_bo1,Serrangel,https://mtga.untapped.gg/profile/4b5f7102-2a8b-4506-a3e8-dd2aab51e23f/DEB7D1D70C5BBE9B/deck/75d5a5b9-36c5-4e57-bf47-4c2755ab719b?timeFrame=current_season,Boros Energy Zoo,62.7%,June 27
historic_bo1,Schmiiggly,https://mtga.untapped.gg/profile/bb229092-3718-4a64-969d-c5944743b9b3/YIWQNJEQ3ZGANNOGTEFCJS6SNY/deck/04b81f79-d1d5-475c-bc5e-30bd7a045361?timeFrame=current_season,5-Color Shrine,57.3%,June 27
timeless_bo1,Guardian,https://mtga.untapped.gg/profile/69c36b9c-5487-4529-a195-ee10be9063d1/QGIJNGSAWNBUHMIH4GEV53F5Q4/deck/54a0f4bf-92f5-467f-9254-c958a3b18880?timeFrame=current_season,4-Color Show and Tell,68.6%,June 27
timeless_bo1,nami,https://mtga.untapped.gg/profile/bb0a9fdb-b0e8-44ab-8e90-53b5608ebe37/QD6I4CIB2NCPLKIB5CO5LPOU6I/deck/3c7b269d-ffa6-40b2-bb3d-407bf57f3b23?timeFrame=current_season,Boros Energy,65.2%,June 27
timeless_bo1,Mapletreefrog,https://mtga.untapped.gg/profile/33e6d03c-b8eb-4170-aefb-ed0104a36140/EFF937D92240C939/deck/934f8451-5a5a-403e-8c2e-528943bdc5c3?timeFrame=current_season,4-Color Show and Tell,71.0%,June 27
timeless_bo1,HuckleberryJive,https://mtga.untapped.gg/profile/e8a4b8cf-8d59-40bb-a942-763cf6facc2b/90C0D6288B8802CD/deck/e76b506f-eab2-4353-be0b-3fec666764fd?timeFrame=current_season,Simic Other,61.0%,June 27
timeless_bo1,Evok3d,https://mtga.untapped.gg/profile/a5efd4f5-749a-4ee7-901b-aae7aadb5c40/OLCVY7DFIZCNRHEQG2QYCB77RE/deck/e767b6f3-f7d0-4dd5-a27e-a253244bb8ce?timeFrame=current_season,4-Color Show and Tell,61.9%,June 27
timeless_bo3,Dasey Brilliance,https://mtga.untapped.gg/profile/4b991a37-b444-44e6-81d9-ba5afd2f3353/GUTRIPNZN5HALORVNQLRJJNKAY/deck/28931540-72f7-4d16-9ac6-f765a5cb2cdd?timeFrame=current_season,Dimir Control,87.5%,June 27
timeless_bo3,hanaWhoEndures,https://mtga.untapped.gg/profile/09186d1a-5b28-47a5-9dfb-4e0927be2596/E7B6FTHZYZH4TOVR67FN6EBTLU/deck/f8e45b84-f006-4acc-9337-4ab86ddb857e?timeFrame=current_season,Boros Energy,73.1%,June 27
timeless_bo3,Jetfantastic,https://mtga.untapped.gg/profile/4e545011-6e0b-4fbc-9fff-a1d97572008e/CJBX5OKLTREMLHZVOVIMYSVYO4/deck/704267fc-3eda-402a-b552-de22fa332f87?timeFrame=current_season,Boros Energy,75.6%,June 27
timeless_bo3,Er_gitta,https://mtga.untapped.gg/profile/28e75cc2-3b8b-40a6-97cd-6eae6e106623/V53E2MYGGJE6FNPREYEJSPEG7U/deck/5ec2eadd-b644-4b03-bbc7-1b775433df8a?timeFrame=current_season,Boros Energy,72.0%,June 27
timeless_bo3,burgerflip,https://mtga.untapped.gg/profile/be54eba0-ab5b-48bc-902e-39d22d0dfb9e/2768B4609E387247/deck/384d2b29-1ba9-4c3b-a9c4-bdf28fedcc2a?timeFrame=current_season,Mardu Other,82.1%,June 27
timeless_bo3,dce2956,https://mtga.untapped.gg/profile/053efb52-73af-4b50-a112-7729cf5d57a9/AAP6G6HJWFHNFERRG746KQG2WM/deck/d28f28c9-5369-47ca-a82f-ece7807a1f7e?timeFrame=current_season,Boros Energy,64.7%,June 27
standard_bo1,Kria,https://mtga.untapped.gg/profile/56d729ac-27fd-4f9c-9f78-071b72848b44/GEWGBQAYW5CRBJEHXMEYLNMDTQ/deck/278378a6-1cf8-4a90-8900-45bc93f3b876?timeFrame=current_season,Mono-Red Aggro,80.3%,June 28
standard_bo1,naturallyalise,https://mtga.untapped.gg/profile/2b9071c2-d959-4b4f-9e99-35c143d7f03b/TJZMP5GAMBHQFIZAAZXKR6TUAY/deck/f0190061-d3e5-4018-8344-5e6137839514?timeFrame=current_season,Simic Other,66.7%,June 28
standard_bo1,Terifical,https://mtga.untapped.gg/profile/d31d9217-d7b5-498b-99d9-41ca97678b38/46FC249BC3A1B91F/deck/d51feeab-fdc4-46f8-9463-5f2f4a3ad1b3?timeFrame=current_season,4-Color Reanimator,62.5%,June 28
standard_bo1,liam,https://mtga.untapped.gg/profile/38a846a9-58f6-4901-b6ad-c431b94a38d4/MYODWVUZS5GOFCMP5AW2YX2QOM/deck/eb756204-7d41-45f2-99a9-fbd4a3e58fc9?timeFrame=current_season,Boros Convoke,63.0%,June 28
standard_bo1,JohannKubeja,https://mtga.untapped.gg/profile/2d7c30b4-0f5c-4d5a-891e-7b590c86494b/U2556M7MBBAQHMXPUSGYXT47VA/deck/0ea89aa0-cfc6-40d4-9ebb-b85dd510ef69?timeFrame=current_season,Mono-Red Prowess,53.0%,June 28
standard_bo1,leogre,https://mtga.untapped.gg/profile/ad0d4f4a-f7e8-4426-a10e-feac75f46227/YGZKS7NFLFDLXLP7OWUTYQS5HU/deck/39fa2e4a-a939-43ce-ba12-725cc458343d?timeFrame=current_season,Mono-Red Aggro,73.8%,June 28
standard_bo1,Shengo,https://mtga.untapped.gg/profile/c71ab196-b808-4cdd-9bc9-258af02ff41a/EN64K3QN25FTTFKFW25B3LHTEU/deck/e72b9276-983d-4172-8d11-df4969673beb?timeFrame=current_season,Temur Control,54.7%,June 28
